sport_type,day_of_week,start_hour,price,month,is_weekend,previous_booking_count,field_capacity,demand_level
pickleball,1,17,310000,6,0,10,8,MEDIUM
pickleball,5,16,290000,7,1,14,2,HIGH
bóng đá,4,17,670000,3,0,17,14,HIGH
cầu lông,0,16,190000,2,0,7,4,LOW
bóng đá,2,20,870000,1,0,15,14,HIGH
bóng đá,0,20,570000,6,0,17,14,HIGH
cầu lông,4,16,180000,3,0,8,6,LOW
tennis,4,20,390000,2,0,13,2,MEDIUM
tennis,5,19,440000,10,1,10,6,MEDIUM
bóng đá,2,16,740000,6,0,11,16,MEDIUM
cầu lông,3,18,190000,7,0,12,8,MEDIUM
bóng đá,6,14,550000,8,1,23,16,HIGH
bóng đá,1,21,750000,11,0,18,12,HIGH
pickleball,3,13,300000,1,0,15,4,MEDIUM
bóng đá,2,7,580000,6,0,11,14,MEDIUM
bóng rổ,6,18,390000,11,1,17,16,HIGH
bóng đá,2,18,760000,10,0,9,18,MEDIUM
tennis,2,9,340000,2,0,3,6,LOW
pickleball,4,6,290000,10,0,9,4,LOW
pickleball,1,19,280000,4,0,7,2,LOW
pickleball,6,15,260000,9,1,8,4,LOW
cầu lông,0,20,170000,8,0,15,2,HIGH
bóng rổ,0,18,360000,4,0,9,14,LOW
tennis,1,9,420000,3,0,7,4,LOW
bóng rổ,4,14,440000,12,0,8,10,LOW
pickleball,4,21,240000,5,0,17,2,HIGH
tennis,1,7,420000,7,0,8,4,LOW
cầu lông,3,8,190000,10,0,9,4,LOW
bóng đá,6,18,860000,9,1,18,18,HIGH
bóng đá,0,10,530000,7,0,10,18,LOW
cầu lông,5,11,190000,3,1,15,4,MEDIUM
tennis,2,16,340000,4,0,11,6,LOW
bóng đá,1,13,610000,10,0,10,12,LOW
bóng đá,4,8,730000,10,0,4,14,LOW
pickleball,2,17,280000,10,0,11,2,MEDIUM
pickleball,2,7,210000,1,0,11,4,MEDIUM
pickleball,5,20,330000,11,1,17,4,HIGH
bóng đá,0,20,870000,1,0,20,18,HIGH
bóng đá,1,19,690000,8,0,22,16,HIGH
pickleball,3,10,200000,10,0,11,4,LOW
bóng đá,4,10,670000,2,0,6,14,LOW
bóng đá,3,20,640000,2,0,25,18,HIGH
bóng đá,4,8,590000,2,0,12,18,MEDIUM
bóng đá,6,7,630000,7,1,17,14,HIGH
pickleball,0,16,280000,9,0,3,6,LOW
bóng đá,6,21,780000,8,1,23,12,HIGH
bóng đá,6,13,640000,3,1,11,14,MEDIUM
cầu lông,5,14,220000,7,1,14,8,MEDIUM
bóng đá,3,18,700000,1,0,18,14,HIGH
bóng đá,4,17,700000,4,0,19,14,HIGH
pickleball,3,20,320000,3,0,9,4,LOW
cầu lông,0,21,230000,2,0,13,2,MEDIUM
bóng đá,5,17,860000,5,1,11,18,MEDIUM
cầu lông,1,9,230000,4,0,8,2,LOW
bóng rổ,6,19,410000,3,1,17,12,HIGH
bóng rổ,1,21,460000,2,0,15,10,HIGH
bóng rổ,5,17,450000,6,1,7,14,MEDIUM
bóng rổ,1,15,430000,7,0,10,12,MEDIUM
pickleball,5,19,270000,9,1,19,2,HIGH
bóng rổ,2,18,480000,3,0,7,12,LOW
bóng đá,0,11,800000,2,0,9,12,LOW
cầu lông,3,13,140000,8,0,6,6,LOW
bóng đá,0,18,670000,11,0,14,14,MEDIUM
bóng đá,3,20,570000,12,0,15,14,HIGH
cầu lông,3,11,230000,5,0,9,4,MEDIUM
bóng đá,2,14,720000,2,0,8,14,LOW
pickleball,0,16,220000,11,0,12,2,MEDIUM
cầu lông,2,19,200000,3,0,13,2,MEDIUM
cầu lông,4,21,200000,2,0,15,6,MEDIUM
cầu lông,4,8,170000,5,0,9,2,LOW
pickleball,1,19,260000,3,0,9,2,MEDIUM
bóng đá,0,19,590000,4,0,11,16,MEDIUM
tennis,5,20,490000,11,1,12,8,MEDIUM
cầu lông,1,18,230000,10,0,10,6,LOW
pickleball,5,19,310000,7,1,22,4,HIGH
pickleball,2,10,220000,4,0,10,4,MEDIUM
tennis,0,11,380000,12,0,7,4,LOW
bóng đá,0,19,750000,12,0,10,14,MEDIUM
cầu lông,0,20,160000,8,0,14,6,MEDIUM
bóng rổ,0,19,400000,9,0,17,10,HIGH
pickleball,5,8,240000,5,1,20,8,HIGH
cầu lông,3,18,170000,7,0,18,4,HIGH
bóng đá,4,19,720000,1,0,14,14,HIGH
bóng đá,6,20,830000,1,1,10,14,MEDIUM
bóng đá,0,14,660000,11,0,4,14,LOW
pickleball,0,19,290000,5,0,30,2,HIGH
tennis,5,20,370000,7,1,17,4,MEDIUM
cầu lông,3,20,180000,12,0,15,4,MEDIUM
bóng đá,6,8,550000,8,1,25,14,HIGH
cầu lông,5,18,220000,5,1,15,2,HIGH
bóng rổ,0,18,500000,10,0,11,12,MEDIUM
bóng đá,0,8,550000,9,0,7,14,LOW
cầu lông,0,19,190000,12,0,9,8,MEDIUM
bóng rổ,2,14,370000,2,0,10,12,LOW
cầu lông,0,21,210000,2,0,10,4,LOW
bóng rổ,0,17,470000,3,0,7,12,LOW
pickleball,5,20,290000,5,1,16,4,HIGH
pickleball,2,17,300000,1,0,16,4,HIGH
bóng đá,5,15,790000,11,1,10,12,MEDIUM
bóng đá,6,18,700000,12,1,17,12,HIGH
bóng rổ,3,9,370000,7,0,8,10,LOW
bóng đá,4,16,790000,9,0,16,16,MEDIUM
bóng đá,4,18,870000,7,0,16,18,HIGH
pickleball,4,19,280000,11,0,15,6,MEDIUM
bóng rổ,6,21,420000,2,1,17,12,HIGH
bóng rổ,3,16,470000,6,0,10,12,LOW
bóng đá,4,21,780000,12,0,16,18,HIGH
bóng đá,3,20,670000,5,0,16,14,HIGH
tennis,1,18,420000,3,0,11,6,LOW
bóng rổ,4,16,470000,4,0,8,12,LOW
pickleball,0,20,280000,12,0,14,2,MEDIUM
pickleball,6,13,270000,6,1,19,4,HIGH
bóng đá,1,18,600000,10,0,12,14,MEDIUM
cầu lông,5,15,180000,12,1,10,4,MEDIUM
bóng đá,3,19,590000,8,0,12,16,MEDIUM
tennis,1,7,440000,8,0,7,4,LOW
bóng đá,1,16,530000,11,0,10,14,LOW
bóng rổ,4,21,500000,3,0,14,12,MEDIUM
cầu lông,0,10,210000,8,0,7,6,LOW
cầu lông,1,8,220000,9,0,7,4,LOW
bóng đá,1,20,710000,6,0,16,14,HIGH
tennis,2,16,300000,11,0,2,6,LOW
bóng rổ,2,19,390000,10,0,21,12,HIGH
bóng đá,1,17,810000,4,0,16,14,HIGH
pickleball,4,20,320000,2,0,14,4,MEDIUM
pickleball,6,10,220000,4,1,16,4,HIGH
cầu lông,1,9,190000,10,0,8,8,LOW
pickleball,5,21,310000,5,1,12,2,MEDIUM
pickleball,5,10,270000,10,1,8,4,LOW
cầu lông,3,19,210000,8,0,13,4,MEDIUM
bóng đá,6,21,780000,1,1,22,12,HIGH
bóng đá,4,17,710000,1,0,12,18,MEDIUM
bóng đá,2,9,760000,1,0,15,18,MEDIUM
cầu lông,3,7,220000,4,0,3,4,LOW
bóng rổ,3,19,520000,11,0,13,10,MEDIUM
bóng đá,6,16,550000,10,1,18,16,HIGH
pickleball,6,20,280000,2,1,15,8,HIGH
bóng đá,1,10,830000,8,0,11,14,MEDIUM
tennis,5,20,390000,7,1,12,6,MEDIUM
pickleball,0,6,300000,10,0,9,4,LOW
cầu lông,6,13,160000,6,1,13,4,MEDIUM
bóng đá,6,19,870000,2,1,16,18,HIGH
bóng đá,1,20,560000,8,0,16,18,HIGH
cầu lông,3,7,230000,3,0,9,6,LOW
pickleball,5,18,330000,4,1,15,4,MEDIUM
bóng đá,1,20,750000,11,0,18,14,HIGH
pickleball,6,17,330000,1,1,9,2,MEDIUM
bóng đá,5,20,710000,9,1,11,12,HIGH
cầu lông,2,20,190000,7,0,17,2,HIGH
tennis,0,10,410000,8,0,8,2,LOW
bóng đá,5,13,720000,9,1,19,14,HIGH
pickleball,3,9,220000,6,0,11,2,MEDIUM
bóng đá,1,17,850000,11,0,12,12,MEDIUM
bóng rổ,6,10,550000,7,1,15,10,MEDIUM
cầu lông,4,19,220000,4,0,7,4,LOW
bóng đá,2,13,810000,1,0,10,16,LOW
bóng đá,2,20,580000,11,0,19,16,HIGH
cầu lông,4,10,210000,1,0,7,2,LOW
pickleball,0,10,190000,12,0,11,4,MEDIUM
tennis,1,16,290000,3,0,7,2,LOW
pickleball,6,20,300000,1,1,12,4,MEDIUM
bóng rổ,2,21,560000,9,0,8,12,LOW
cầu lông,1,6,220000,4,0,12,2,LOW
tennis,3,15,330000,2,0,4,4,LOW
pickleball,6,7,240000,7,1,8,4,LOW
bóng đá,1,20,610000,4,0,17,16,HIGH
cầu lông,6,17,180000,3,1,18,8,HIGH
cầu lông,0,9,220000,5,0,11,4,LOW
bóng rổ,4,16,480000,4,0,14,12,LOW
pickleball,4,14,290000,4,0,4,4,LOW
bóng đá,1,19,650000,11,0,16,12,HIGH
cầu lông,4,19,160000,8,0,16,8,HIGH
bóng đá,5,17,600000,7,1,21,14,HIGH
cầu lông,6,17,180000,3,1,14,2,HIGH
cầu lông,6,19,180000,4,1,16,4,HIGH
bóng đá,6,18,700000,8,1,24,14,HIGH
bóng rổ,1,14,470000,5,0,6,12,LOW
bóng đá,0,10,550000,12,0,13,18,MEDIUM
tennis,2,21,420000,3,0,8,6,LOW
tennis,3,17,320000,1,0,12,4,MEDIUM
bóng rổ,4,6,520000,12,0,9,12,LOW
bóng đá,5,21,700000,11,1,12,14,HIGH
bóng rổ,0,19,430000,3,0,9,10,MEDIUM
bóng rổ,4,15,360000,7,0,14,10,MEDIUM
tennis,4,17,370000,3,0,7,4,LOW
bóng đá,4,17,600000,3,0,11,16,HIGH
cầu lông,3,7,210000,2,0,4,2,LOW
bóng rổ,6,11,490000,6,1,12,12,MEDIUM
bóng đá,3,19,830000,8,0,17,18,HIGH
cầu lông,0,21,170000,2,0,12,4,LOW
pickleball,5,17,280000,1,1,12,2,HIGH
pickleball,0,7,250000,3,0,7,4,LOW
bóng đá,0,15,620000,9,0,8,14,LOW
bóng đá,4,10,770000,10,0,5,18,LOW
pickleball,0,15,210000,9,0,17,4,MEDIUM
cầu lông,3,7,170000,12,0,8,6,LOW
bóng đá,4,10,660000,9,0,8,14,LOW
bóng rổ,3,15,380000,6,0,13,12,MEDIUM
bóng đá,1,6,620000,1,0,11,12,MEDIUM
cầu lông,5,21,240000,1,1,12,6,MEDIUM
cầu lông,0,20,220000,3,0,13,6,MEDIUM
bóng đá,3,18,780000,12,0,13,14,MEDIUM
pickleball,4,16,270000,12,0,10,4,LOW
cầu lông,1,20,190000,1,0,16,4,HIGH
cầu lông,3,11,150000,12,0,9,4,LOW
bóng rổ,2,17,500000,12,0,18,12,HIGH
tennis,0,17,370000,4,0,8,4,LOW
bóng đá,1,16,570000,2,0,8,18,LOW
bóng đá,5,7,760000,11,1,12,14,MEDIUM
cầu lông,3,19,190000,12,0,14,2,MEDIUM
bóng đá,3,9,760000,12,0,15,16,MEDIUM
cầu lông,6,19,190000,8,1,18,4,HIGH
cầu lông,4,10,200000,8,0,11,8,LOW
cầu lông,5,19,230000,6,1,10,4,MEDIUM
tennis,4,20,400000,5,0,6,6,LOW
bóng đá,3,19,770000,9,0,13,14,MEDIUM
tennis,1,19,360000,11,0,16,2,HIGH
tennis,1,20,330000,2,0,9,8,LOW
bóng đá,4,9,610000,12,0,11,18,MEDIUM
cầu lông,3,19,190000,3,0,11,4,MEDIUM
bóng đá,5,21,840000,3,1,28,14,HIGH
cầu lông,3,9,190000,5,0,11,8,LOW
bóng rổ,0,10,430000,5,0,13,12,MEDIUM
cầu lông,0,17,170000,8,0,9,6,MEDIUM
pickleball,0,17,330000,5,0,8,2,LOW
pickleball,1,18,260000,9,0,12,6,MEDIUM
pickleball,2,13,290000,7,0,11,8,LOW
bóng rổ,6,20,450000,9,1,18,16,HIGH
bóng đá,4,20,610000,9,0,17,14,HIGH
bóng rổ,0,13,490000,4,0,9,16,LOW
cầu lông,0,7,230000,1,0,15,4,MEDIUM
cầu lông,1,17,240000,11,0,14,2,MEDIUM
bóng đá,3,8,710000,11,0,6,14,LOW
bóng đá,3,6,530000,3,0,6,18,LOW
pickleball,5,19,310000,10,1,15,4,HIGH
pickleball,1,18,250000,6,0,23,4,HIGH
tennis,3,16,420000,6,0,11,4,LOW
cầu lông,4,8,200000,2,0,8,4,LOW
cầu lông,4,19,180000,8,0,16,4,HIGH
bóng đá,0,18,720000,4,0,17,14,HIGH
cầu lông,4,13,230000,7,0,6,4,LOW
pickleball,1,13,300000,8,0,11,4,MEDIUM
tennis,1,19,370000,4,0,6,8,LOW
tennis,3,21,440000,3,0,9,6,LOW
tennis,2,6,360000,4,0,10,6,LOW
cầu lông,5,17,180000,12,1,21,4,HIGH
bóng rổ,0,19,410000,7,0,20,10,HIGH
cầu lông,2,7,170000,2,0,6,2,LOW
pickleball,3,7,270000,1,0,9,8,LOW
pickleball,5,19,220000,2,1,8,4,MEDIUM
bóng đá,1,19,780000,5,0,19,14,HIGH
cầu lông,4,16,160000,11,0,9,2,LOW
bóng đá,6,13,640000,11,1,15,14,HIGH
tennis,5,16,370000,9,1,8,4,MEDIUM
bóng đá,1,18,590000,4,0,11,14,MEDIUM
cầu lông,2,16,170000,10,0,10,6,LOW
bóng đá,6,8,780000,9,1,10,16,LOW
bóng đá,5,11,730000,12,1,12,14,MEDIUM
bóng đá,3,6,510000,9,0,21,12,HIGH
pickleball,6,14,270000,8,1,15,4,MEDIUM
cầu lông,0,19,180000,1,0,10,2,MEDIUM
cầu lông,4,19,220000,1,0,9,4,MEDIUM
bóng rổ,2,8,330000,9,0,6,16,LOW
bóng đá,1,18,880000,5,0,11,14,MEDIUM
bóng đá,2,18,730000,5,0,15,14,MEDIUM
pickleball,4,9,260000,6,0,5,8,LOW
bóng đá,4,13,580000,12,0,6,14,LOW
pickleball,6,16,290000,4,1,18,4,MEDIUM
bóng đá,6,10,690000,1,1,17,18,HIGH
tennis,0,21,430000,5,0,11,4,MEDIUM
bóng đá,1,6,720000,12,0,13,14,MEDIUM
pickleball,0,17,270000,5,0,16,4,HIGH
pickleball,6,10,220000,8,1,19,2,HIGH
bóng đá,6,19,610000,10,1,10,14,HIGH
cầu lông,1,21,240000,2,0,14,6,MEDIUM
cầu lông,6,17,190000,7,1,14,6,HIGH
tennis,0,11,410000,6,0,10,4,LOW
cầu lông,0,18,230000,7,0,17,4,MEDIUM
bóng rổ,0,13,460000,2,0,5,12,LOW
cầu lông,6,18,220000,2,1,10,6,MEDIUM
cầu lông,5,21,250000,5,1,18,4,HIGH
tennis,1,21,380000,5,0,13,6,MEDIUM
pickleball,5,17,250000,2,1,15,2,HIGH
pickleball,4,8,200000,2,0,12,8,MEDIUM
cầu lông,1,18,220000,9,0,11,2,MEDIUM
bóng rổ,5,13,500000,5,1,15,12,HIGH
bóng đá,1,18,820000,8,0,18,14,HIGH
bóng rổ,3,18,500000,5,0,14,12,HIGH
pickleball,2,10,310000,5,0,13,4,MEDIUM
bóng đá,2,8,580000,8,0,10,12,LOW
bóng đá,0,13,810000,3,0,7,14,LOW
bóng rổ,1,7,450000,4,0,10,12,LOW
pickleball,1,19,260000,3,0,12,8,MEDIUM
tennis,1,19,470000,11,0,13,4,MEDIUM
tennis,3,17,360000,10,0,5,2,LOW
cầu lông,4,9,190000,10,0,10,8,MEDIUM
cầu lông,0,14,150000,8,0,11,4,MEDIUM
pickleball,5,6,230000,11,1,13,6,MEDIUM
tennis,6,7,420000,7,1,8,6,LOW
tennis,3,18,410000,9,0,9,4,LOW
pickleball,3,8,290000,4,0,9,4,LOW
bóng đá,3,21,790000,4,0,20,12,HIGH
bóng đá,3,18,850000,6,0,22,18,HIGH
bóng đá,6,18,840000,6,1,17,14,HIGH
cầu lông,1,16,150000,12,0,8,2,LOW
bóng đá,4,10,750000,6,0,12,14,MEDIUM
cầu lông,0,10,170000,7,0,11,4,LOW
bóng đá,4,13,510000,9,0,7,12,LOW
pickleball,0,20,320000,6,0,10,8,MEDIUM
bóng đá,2,14,770000,3,0,10,12,LOW
pickleball,6,19,330000,7,1,11,8,MEDIUM
bóng rổ,5,11,460000,9,1,12,14,MEDIUM
cầu lông,5,15,230000,8,1,15,4,MEDIUM
cầu lông,5,19,170000,1,1,9,4,MEDIUM
bóng rổ,6,15,440000,6,1,7,12,LOW
pickleball,6,13,280000,2,1,12,2,MEDIUM
cầu lông,4,21,220000,7,0,11,4,MEDIUM
pickleball,0,8,270000,4,0,5,6,LOW
bóng đá,2,7,670000,7,0,6,12,MEDIUM
cầu lông,2,14,180000,11,0,9,4,MEDIUM
pickleball,6,17,250000,12,1,19,8,HIGH
pickleball,5,10,210000,9,1,8,2,LOW
pickleball,0,19,290000,10,0,8,6,LOW
pickleball,0,20,230000,10,0,9,2,MEDIUM
bóng rổ,1,14,390000,10,0,11,12,LOW
pickleball,4,10,270000,12,0,9,6,LOW
bóng đá,0,19,870000,2,0,11,18,MEDIUM
cầu lông,5,16,160000,2,1,7,4,LOW
bóng đá,4,20,690000,2,0,10,14,MEDIUM
bóng đá,4,16,670000,4,0,5,16,LOW
cầu lông,3,18,230000,7,0,18,2,MEDIUM
bóng rổ,3,6,470000,5,0,9,12,MEDIUM
bóng rổ,4,16,370000,3,0,10,12,LOW
bóng rổ,0,18,380000,5,0,15,14,MEDIUM
cầu lông,3,16,190000,9,0,10,4,MEDIUM
cầu lông,4,16,180000,11,0,14,4,MEDIUM
bóng đá,6,17,670000,5,1,15,12,HIGH
bóng rổ,5,13,460000,6,1,11,12,MEDIUM
tennis,0,16,290000,3,0,3,2,LOW
bóng rổ,2,8,340000,9,0,8,10,LOW
bóng đá,1,13,830000,9,0,9,14,LOW
pickleball,0,13,240000,5,0,8,2,LOW
tennis,2,11,310000,7,0,13,6,MEDIUM
bóng đá,2,21,820000,9,0,21,14,HIGH
cầu lông,2,19,220000,7,0,11,6,MEDIUM
cầu lông,3,17,240000,3,0,10,8,MEDIUM
tennis,6,19,430000,2,1,10,2,LOW
pickleball,1,21,270000,4,0,17,6,MEDIUM
cầu lông,6,19,180000,5,1,25,8,HIGH
cầu lông,4,17,190000,8,0,11,6,MEDIUM
bóng đá,2,13,800000,10,0,11,14,LOW
pickleball,6,10,270000,4,1,13,4,MEDIUM
cầu lông,4,8,210000,9,0,12,4,LOW
bóng đá,4,18,640000,2,0,9,14,MEDIUM
cầu lông,4,6,230000,3,0,9,8,LOW
bóng đá,3,8,570000,6,0,15,12,MEDIUM
bóng đá,4,17,710000,5,0,17,18,HIGH
bóng đá,5,18,640000,10,1,18,18,HIGH
pickleball,2,7,220000,8,0,6,2,LOW
pickleball,3,20,280000,7,0,11,6,MEDIUM
bóng đá,4,19,610000,10,0,17,16,HIGH
bóng rổ,3,11,370000,8,0,6,12,LOW
tennis,5,19,360000,8,1,14,4,HIGH
pickleball,5,18,320000,7,1,18,6,HIGH
cầu lông,3,7,160000,10,0,7,6,LOW
bóng rổ,0,21,380000,9,0,13,16,HIGH
bóng đá,3,20,870000,11,0,17,14,MEDIUM
cầu lông,5,15,220000,10,1,19,4,MEDIUM
pickleball,0,19,240000,6,0,16,2,HIGH
bóng đá,2,16,640000,5,0,11,14,MEDIUM
pickleball,2,18,270000,6,0,21,2,HIGH
pickleball,3,18,270000,10,0,8,4,LOW
bóng rổ,0,13,510000,6,0,15,12,MEDIUM
bóng rổ,5,10,380000,2,1,9,12,LOW
bóng đá,0,21,850000,4,0,11,14,MEDIUM
tennis,2,8,450000,1,0,5,4,LOW
cầu lông,3,19,180000,5,0,13,4,HIGH
cầu lông,6,16,240000,1,1,15,4,MEDIUM
cầu lông,5,18,250000,11,1,18,6,HIGH
bóng đá,3,21,830000,10,0,15,14,HIGH
pickleball,4,8,190000,11,0,13,4,MEDIUM
cầu lông,1,21,210000,10,0,9,4,LOW
bóng đá,2,17,750000,10,0,13,18,MEDIUM
tennis,0,9,380000,7,0,6,4,LOW
bóng đá,3,6,660000,3,0,14,12,MEDIUM
pickleball,0,21,220000,6,0,15,4,HIGH
bóng rổ,0,13,380000,1,0,6,16,LOW
bóng đá,2,13,780000,6,0,10,18,MEDIUM
bóng đá,5,16,850000,7,1,8,14,MEDIUM
bóng đá,6,19,700000,11,1,19,12,HIGH
pickleball,1,11,270000,5,0,12,4,LOW
bóng đá,5,18,850000,1,1,27,12,HIGH
pickleball,1,9,220000,6,0,9,4,LOW
bóng rổ,3,13,450000,3,0,3,16,LOW
bóng rổ,5,9,440000,9,1,9,14,MEDIUM
cầu lông,6,13,220000,6,1,20,4,HIGH
bóng đá,6,20,650000,4,1,14,16,HIGH
bóng rổ,4,9,420000,2,0,7,12,LOW
pickleball,0,17,290000,9,0,16,8,HIGH
bóng rổ,0,18,440000,11,0,14,12,MEDIUM
cầu lông,3,14,210000,11,0,4,4,LOW
cầu lông,6,19,190000,12,1,14,4,HIGH
bóng rổ,2,6,500000,4,0,11,12,LOW
bóng đá,0,18,800000,1,0,14,14,MEDIUM
tennis,0,20,330000,3,0,10,4,MEDIUM
bóng rổ,1,17,450000,7,0,14,14,MEDIUM
cầu lông,5,19,220000,4,1,9,2,MEDIUM
cầu lông,0,8,180000,6,0,9,4,LOW
bóng rổ,0,8,480000,12,0,10,12,LOW
bóng đá,1,15,570000,1,0,6,14,LOW
cầu lông,3,21,160000,10,0,19,4,HIGH
bóng rổ,5,9,490000,2,1,10,16,MEDIUM
bóng rổ,5,19,450000,4,1,15,12,MEDIUM
pickleball,1,21,280000,1,0,12,4,MEDIUM
tennis,4,20,340000,8,0,10,4,MEDIUM
tennis,1,11,450000,9,0,7,8,LOW
cầu lông,2,19,220000,7,0,11,8,MEDIUM
bóng đá,6,8,700000,7,1,13,14,HIGH
bóng đá,6,18,770000,4,1,16,14,HIGH
cầu lông,5,19,170000,12,1,18,6,HIGH
cầu lông,2,21,240000,5,0,10,4,MEDIUM
pickleball,4,7,290000,6,0,9,4,MEDIUM
pickleball,0,20,210000,1,0,18,4,HIGH
bóng rổ,4,21,510000,12,0,7,12,MEDIUM
cầu lông,3,14,170000,2,0,8,4,LOW
bóng rổ,6,21,390000,2,1,8,12,MEDIUM
tennis,0,21,430000,3,0,18,6,MEDIUM
bóng rổ,4,20,440000,11,0,15,12,MEDIUM
cầu lông,6,14,210000,9,1,8,4,LOW
cầu lông,3,18,200000,6,0,15,6,HIGH
bóng rổ,0,20,540000,3,0,16,12,MEDIUM
tennis,4,7,360000,3,0,6,8,LOW
cầu lông,5,6,190000,7,1,10,4,MEDIUM
pickleball,5,11,220000,5,1,11,8,MEDIUM
bóng đá,5,17,830000,3,1,22,14,HIGH
cầu lông,3,14,200000,12,0,8,2,LOW
bóng rổ,1,8,330000,10,0,8,14,LOW
bóng rổ,3,7,340000,9,0,8,12,LOW
bóng rổ,1,10,360000,9,0,9,12,LOW
bóng đá,0,14,660000,12,0,13,12,MEDIUM
bóng rổ,6,20,470000,1,1,14,12,HIGH
cầu lông,4,15,170000,6,0,10,2,LOW
pickleball,1,19,210000,4,0,10,8,MEDIUM
bóng đá,4,17,800000,7,0,21,12,HIGH
cầu lông,4,20,230000,1,0,13,6,MEDIUM
pickleball,5,19,260000,10,1,14,2,HIGH
cầu lông,0,17,170000,10,0,16,4,MEDIUM
bóng rổ,3,18,550000,11,0,11,16,MEDIUM
tennis,1,19,330000,4,0,6,8,LOW
cầu lông,3,18,200000,2,0,14,4,MEDIUM
cầu lông,0,17,170000,1,0,16,2,HIGH
bóng rổ,6,21,520000,12,1,16,14,HIGH
tennis,5,20,510000,1,1,17,6,HIGH
pickleball,5,19,320000,8,1,16,2,HIGH
tennis,3,13,460000,10,0,7,4,LOW
tennis,6,8,390000,9,1,6,2,LOW
cầu lông,1,6,220000,3,0,7,8,LOW
bóng đá,4,8,740000,5,0,10,16,MEDIUM
bóng đá,2,8,540000,10,0,9,12,LOW
cầu lông,5,7,220000,9,1,13,6,MEDIUM
tennis,4,19,320000,5,0,13,6,MEDIUM
bóng đá,0,21,870000,11,0,18,18,MEDIUM
bóng rổ,0,11,520000,3,0,5,14,LOW
bóng rổ,2,9,370000,1,0,10,12,LOW
bóng đá,2,18,750000,2,0,15,16,MEDIUM
tennis,0,11,290000,11,0,8,8,LOW
bóng đá,6,21,600000,3,1,15,16,HIGH
bóng đá,2,19,870000,6,0,11,14,MEDIUM
bóng rổ,1,10,520000,2,0,11,12,LOW
cầu lông,6,17,220000,4,1,20,4,HIGH
pickleball,4,21,240000,1,0,9,4,MEDIUM
bóng đá,4,20,780000,7,0,17,14,HIGH
bóng đá,1,16,730000,2,0,18,12,MEDIUM
bóng đá,5,18,670000,1,1,19,18,HIGH
bóng rổ,6,20,440000,10,1,16,16,HIGH
pickleball,6,17,320000,9,1,15,4,MEDIUM
cầu lông,0,10,150000,7,0,8,2,LOW
tennis,4,20,440000,2,0,13,6,MEDIUM
bóng đá,5,19,890000,9,1,31,18,HIGH
pickleball,5,16,240000,1,1,15,4,HIGH
cầu lông,3,21,170000,10,0,13,4,MEDIUM
pickleball,4,19,230000,11,0,19,4,HIGH
pickleball,0,8,260000,1,0,8,8,MEDIUM
bóng đá,2,21,710000,3,0,22,12,HIGH
cầu lông,6,20,190000,10,1,13,6,HIGH
cầu lông,3,17,230000,9,0,11,4,MEDIUM
cầu lông,3,16,210000,8,0,8,4,LOW
pickleball,4,17,280000,3,0,8,6,LOW
pickleball,1,8,230000,6,0,10,4,LOW
bóng rổ,0,15,360000,10,0,5,10,LOW
bóng đá,4,16,830000,1,0,10,16,LOW
pickleball,3,19,320000,8,0,15,4,MEDIUM
pickleball,6,18,230000,6,1,17,8,HIGH
pickleball,6,11,260000,2,1,10,4,MEDIUM
pickleball,0,14,270000,6,0,11,6,MEDIUM
bóng đá,3,19,730000,12,0,24,18,HIGH
pickleball,4,18,230000,4,0,9,6,LOW
pickleball,3,17,300000,1,0,17,4,HIGH
cầu lông,0,10,180000,1,0,10,8,LOW
pickleball,1,21,290000,12,0,11,8,MEDIUM
pickleball,6,17,250000,1,1,19,8,HIGH
bóng đá,4,21,730000,11,0,13,14,MEDIUM
bóng đá,1,20,690000,4,0,17,12,HIGH
bóng rổ,2,21,500000,6,0,13,16,MEDIUM
bóng rổ,5,21,530000,2,1,14,14,HIGH
cầu lông,5,21,170000,12,1,16,6,HIGH
bóng rổ,0,14,360000,5,0,14,16,MEDIUM
bóng đá,0,18,880000,8,0,20,14,HIGH
bóng rổ,6,14,400000,8,1,17,12,MEDIUM
pickleball,0,20,220000,2,0,17,4,HIGH
bóng đá,0,19,850000,4,0,21,18,HIGH
cầu lông,3,18,200000,9,0,12,6,MEDIUM
cầu lông,1,15,230000,12,0,10,8,LOW
bóng đá,6,18,650000,9,1,30,18,HIGH
pickleball,1,13,200000,3,0,16,4,MEDIUM
bóng đá,1,19,870000,7,0,17,16,HIGH
bóng đá,4,18,780000,3,0,14,16,MEDIUM
bóng đá,4,19,780000,6,0,19,14,HIGH
bóng đá,2,9,760000,3,0,5,14,LOW
bóng đá,0,10,580000,9,0,8,14,LOW
cầu lông,4,20,200000,11,0,16,8,MEDIUM
bóng đá,2,14,630000,1,0,11,14,MEDIUM
bóng rổ,3,7,430000,3,0,7,16,LOW
bóng đá,0,19,780000,5,0,21,12,HIGH
tennis,0,19,460000,6,0,10,4,MEDIUM
cầu lông,0,6,230000,7,0,14,4,MEDIUM
bóng đá,4,17,730000,10,0,20,14,HIGH
bóng đá,5,20,680000,11,1,29,18,HIGH
bóng đá,5,14,630000,6,1,21,14,HIGH
tennis,3,18,320000,4,0,10,4,MEDIUM
cầu lông,5,15,190000,6,1,7,4,MEDIUM
tennis,5,17,460000,9,1,12,8,MEDIUM
cầu lông,5,10,220000,2,1,16,8,MEDIUM
